date,address,postal_code,county,price,not_full_market_price,vat_exclusive,description_of_property,property_size_description
"28/06/2010","10, Castlewell, South Circular Road","","Limerick","€295,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"28/06/2010","133 Morristown Wood, Newbridge","","Kildare","€385,000.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"28/06/2010","17 Eden Grove, Donabate","","Dublin","€275,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"28/06/2010","19 Beechpark Avenue, Castleknock, Dublin 15","","Dublin","€195,167.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"28/06/2010","2 Forest Park Manor, Boyle","","Roscommon","€100,000.00","Yes","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"28/06/2010","20 Lismore, Earlsfort, Seafield Road  Blackrock","","Louth","€176,210.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"28/06/2010","21 The Maples, Oakleigh Woods, Ennis","","Clare","€210,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"28/06/2010","26 adelaide, strand road, sandymount","Dublin 4","Dublin","€371,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"28/06/2010","27 Ashview Court, Castleblayney, County Monaghan","","Monaghan","€140,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"28/06/2010","27 The Way, Dunboyne Castle","","Meath","€255,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"28/06/2010","28 Ashview Court, Monaghan, County Monaghan","","Monaghan","€140,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"28/06/2010","287 Wyckham Point, Wickham Way, Dundrum","","Dublin","€212,916.59","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"28/06/2010","29 Lana an Bhaile, Craughwell, Co Galway","","Galway","€190,000.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"28/06/2010","294 Collinswood, Collins Avenue","Dublin 9","Dublin","€350,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"28/06/2010","3  Langford Downs, Killorglin","","Kerry","€160,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"28/06/2010","300 Wyckham Point, Wyckham way, Dundrum","","Dublin","€212,916.59","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"28/06/2010","33 Churchwell Road, Belmayne, Balgriffin","Dublin 13","Dublin","€325,000.00","No","Yes","New Dwelling house /Apartment","greater than 125 sq metres"
"28/06/2010","33 The Moorings, Malahide","","Dublin","€560,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"28/06/2010","34 College Gate, Castleknock, Dublin 15","","Dublin","€267,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"28/06/2010","34 Oliver Plunkett Street, Bandon","","Cork","€92,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"28/06/2010","37C GRANVILLE PARK, BLACKROCK","","Dublin","€1,250,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"28/06/2010","38 Melville Way, Cityside  Meakstown, Dublin 11","","Dublin","€147,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"28/06/2010","39 Forest Drive, Kingswood, Tallaght","Dublin 24","Dublin","€280,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"28/06/2010","4 The Grove, Woodbrook Glen","","Dublin","€285,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"28/06/2010","4 The Sidings, Ramsgate Village, Gorey","","Wexford","€130,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"28/06/2010","42 The Gallops, Kilbeggan","","Westmeath","€149,600.00","No","No","Second-Hand Dwelling house /Apartment",""
"28/06/2010","48 Blaeberry Walk, Castleblayney","","Monaghan","€150,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"28/06/2010","5 Ardfinn Grove, Ardfinn, Strandhill Road  Sligo","","Sligo","€220,264.31","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"28/06/2010","5 Coolatree Close, Beaumont","Dublin 9","Dublin","€295,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"28/06/2010","5 The Pines, Arklow, County Wicklow","","Wicklow","€232,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"28/06/2010","5 Wainsfort Manor Crescent, Terenure, Dublin 6w","","Dublin","€416,777.00","No","No","Second-Hand Dwelling house /Apartment",""
"28/06/2010","50 Brookwood Avenue, Artane, Dublin 5.","","Dublin","€325,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"28/06/2010","54 Cremorne Road, Firhouse Road, Dublin 15","Dublin 16","Dublin","€515,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"28/06/2010","58 Radharc an Mhuilinn, Rathwire, Killucan","","Westmeath","€141,035.00","No","Yes","New Dwelling house /Apartment","less than 38 sq metres"
"28/06/2010","6 Blackwood Lawn, Ongar, Dublin 15","","Dublin","€500,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"28/06/2010","63 CLUAIN LOINN, KELLS ROAD, OLDCASTLE","","Meath","€156,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"28/06/2010","66 Shanliss Way, Santry, Dublin 9","Dublin 9","Dublin","€260,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"28/06/2010","68woodfield green, newcastlewest","","Limerick","€143,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"28/06/2010","69 Beechdale, Dunboyne","","Meath","€299,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"28/06/2010","69 Castlegate Way, Adamstown Castle, Adamstown","","Dublin","€145,000.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"28/06/2010","7 Rathbeale Rise, Swords, County Dublin","","Dublin","€110,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"28/06/2010","7 Riverchapel Rise, Riverchapel Wood, Courtown","","Wexford","€140,000.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"28/06/2010","8 Beatty's Avenue, Ballsbridge, Dublin 4","Dublin 4","Dublin","€370,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"28/06/2010","8 Summerhill Heights, Summerhill","","Wexford","€225,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"28/06/2010","80 collins west, whitehall","Dublin 9","Dublin","€275,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"28/06/2010","88 Shannon Vale, Old Cratloe Road, Limerick","","Limerick","€195,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"28/06/2010","88 Shannon Vale, Old Cratloe Road, Limerick","","Limerick","€195,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"28/06/2010","9  The Grove, Earl's Court, Kill","","Kildare","€375,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"28/06/2010","9 chluain ard, dernagren, monaghan","","Monaghan","€148,760.33","No","Yes","New Dwelling house /Apartment","greater than 125 sq metres"
"28/06/2010","Ballycullane, New Ross","","Wexford","€96,250.00","No","No","Second-Hand Dwelling house /Apartment",""
"28/06/2010","Ballywilliam, Roscrea","","Offaly","€130,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"28/06/2010","Castleburke, Claremorris","","Mayo","€115,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"28/06/2010","CHALET NO 1, KILBEGNET HOLLOW, KILBEGNET","","Wexford","€83,333.33","Yes","No","Second-Hand Dwelling house /Apartment",""
"28/06/2010","Curramore, Ballyhahill","","Limerick","€235,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"28/06/2010","Dereen House, Coachford, Co Cork","","Cork","€865,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"28/06/2010","dooey, glencolmcille","","Donegal","€245,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"28/06/2010","Drumnahoe, Letterkenny","","Donegal","€120,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"28/06/2010","Forest View, Kilberry  Athy","","Kildare","€75,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"28/06/2010","Gortnavarmoge, Cragg, Newport","","Tipperary","€263,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"28/06/2010","Mangerton Road, Muckross, Killarney","","Kerry","€180,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"28/06/2010","No 1 Green Lane, Mohill","","Leitrim","€175,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"28/06/2010","Old Road, Bohercrowe, Tipperary Town","","Tipperary","€215,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"28/06/2010","Old Road, Bohercrowe, Tipperary Town","","Tipperary","€130,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"28/06/2010","Skeagh, Rathconrath, Mullingar","","Westmeath","€180,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"28/06/2010","Toghergare, Ballinamore Bridge, Ballinalsloe","","Galway","€150,000.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"28/06/2010","Whiteford, Birr","","Offaly","€150,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/06/2010","'Serendipity', St. Kierans, Tintern","","Wexford","€315,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/06/2010","1 Ballytoo Manor, Tarmonbarry, Co. Roscommon","","Roscommon","€260,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/06/2010","10  Hastings Court, Balbriggan","","Dublin","€93,000.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"29/06/2010","10 clonmel road, callan, co. kilkenny","","Kilkenny","€90,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/06/2010","10 Meadow Walk, The Meadows, Hollyhill.","","Cork","€135,000.00","Yes","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"29/06/2010","104 Newtown Lawns, Ballinderry, Mullingar","","Westmeath","€111,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/06/2010","11  Primrose Court, Forrest Hill, Carrigaline","","Cork","€220,000.00","No","Yes","New Dwelling house /Apartment","less than 38 sq metres"
"29/06/2010","11 Cois Farraige, Burgatia, Rosscarbery","","Cork","€187,665.19","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"29/06/2010","11 Malton Park, Coolattin Road, Carnew","","Wicklow","€100,000.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"29/06/2010","11 The Plains, Strandhill","","Sligo","€225,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/06/2010","126 TEMPLE MILLS, RATHANGAN","","Kildare","€180,000.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"29/06/2010","13 Orghard Square, Bird Ave, Clonskeagh","Dublin 14","Dublin","€235,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/06/2010","14 Distillery Road, Drumcondra, Dublin","Dublin 3","Dublin","€252,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/06/2010","14 PINEWOOD GREEN HILL, BALBRIGGAN, COUNTY DUBLIN","","Dublin","€120,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/06/2010","140 Elm Park Avenue, Castle Troy","","Limerick","€103,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/06/2010","15 Rathvilly Park, Finglas, Dublin 11.","Dublin 11","Dublin","€144,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/06/2010","169 Corbawn Wood, Shankill, Co Dublin","","Dublin","€345,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/06/2010","18 Capella Court, Newbridge, County Kildare","","Kildare","€110,132.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"29/06/2010","18 Laurel Lodge, Ardfinn, Strandhill Road  Sligo","","Sligo","€295,000.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"29/06/2010","18 Priory Park, Johnstown, Navan","","Meath","€172,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/06/2010","19 Elm Park, Ennis Road","","Limerick","€220,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/06/2010","2  Victoria Villas, Old Blackrock Road","","Cork","€355,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/06/2010","20 Connabury Hill, Conabury, Castleblayney","","Monaghan","€136,563.87","No","Yes","New Dwelling house /Apartment","greater than 125 sq metres"
"29/06/2010","22 Ryebridge Rise, Kilcock","","Kildare","€288,546.25","No","Yes","New Dwelling house /Apartment","greater than 125 sq metres"
"29/06/2010","24  An Faill, Cul Ard, Carrigtwohill","","Cork","€180,000.00","Yes","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"29/06/2010","25 Ashworth Place, Harolds Cross, Dublin","Dublin 8","Dublin","€307,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/06/2010","25 Dun Eoin Meadows, Carrigaline","","Cork","€175,000.00","No","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"29/06/2010","27 Mimosa Hall, The Gallops, Sandyford","","Dublin","€200,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/06/2010","28 Hayworth Mews, Ongar, Dublin 15","","Dublin","€235,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/06/2010","3 Cluain Ard, Kilmaley","","Clare","€145,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/06/2010","30 Blueberry Fields, Broomfield, Midleton","","Cork","€170,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/06/2010","30 SHANARD AVENUE, SANTRY","Dublin 9","Dublin","€260,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/06/2010","32 Seabury Green, Malahide","","Dublin","€390,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/06/2010","34 Abbeywood Avenue, Lucan","","Dublin","€270,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/06/2010","35 The Strand, Somerville, Waterford","","Waterford","€185,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/06/2010","36 The Kilns, Station Road, Portmarnock","","Dublin","€245,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/06/2010","39 St Martins Park, Kimmage","Dublin 6w","Dublin","€380,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/06/2010","44 Carrickmines Avenue, Carrickmines Wood, Brennanstown Road","","Dublin","€490,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/06/2010","5 DEERHAVEN PARK, CLONEE, DUBLIN 15","","Dublin","€150,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"29/06/2010","50 Brightwater, Crosshaven","","Cork","€300,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/06/2010","58 The Dunes, Portmarnock, Co. Dublin","","Dublin","€610,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/06/2010","58 WINDERMERE, CLONSILLA","Dublin 15","Dublin","€270,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/06/2010","6 DELGANY HILLS, DELGANY","","Wicklow","€220,263.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"29/06/2010","62 Old Court, Greenfields, Cork","","Cork","€320,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/06/2010","62 SEVILLE LAWNS, CALLAN ROAD, KILKENNY","","Kilkenny","€285,000.00","No","Yes","New Dwelling house /Apartment","greater than 125 sq metres"
"29/06/2010","7 Belfry Court, City West","Dublin 24","Dublin","€177,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/06/2010","7 Griffeen Glen Grove, Lucan","","Dublin","€270,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/06/2010","77 Droimneach, Bweeng, Co. Cork.","","Cork","€140,000.00","Yes","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"29/06/2010","8 Willow Court, Druid Valley, Cabinteely","Dublin 18","Dublin","€414,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/06/2010","87 Harold's Cross Cottages, Harold's Cross, Dublin 6","Dublin 6","Dublin","€260,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/06/2010","87 Malahide Marina, Malahide","","Dublin","€445,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/06/2010","94 Kylemore, Schoolhouse Road  Monaleen, Castletroy","","Limerick","€219,000.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"29/06/2010","Aghaloughan, Lanesborough","","Longford","€275,000.00","No","Yes","New Dwelling house /Apartment","greater than 125 sq metres"
"29/06/2010","Apartment 1, 5/6 Temple Lane, Temple Bar","Dublin 2","Dublin","€296,195.50","No","No","Second-Hand Dwelling house /Apartment",""
"29/06/2010","Apartment 68, The Headlands, Putland Road  Bray","","Wicklow","€217,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/06/2010","Apt. 4A The Mill, Dooradoyle","","Limerick","€120,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/06/2010","Brackyle, Pallasgreen, Co. Limerick","","Limerick","€48,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/06/2010","Carrowreagh, Killtulla","","Galway","€78,400.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"29/06/2010","Drumcall, Rockcorry","","Monaghan","€65,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/06/2010","Fortmiddle, Colemanswell, Charleville","","Cork","€280,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"29/06/2010","Heather View, Allenwood NOrth","","Laois","€145,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/06/2010","Ivy Cottage, Beamore Road","","Meath","€182,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/06/2010","Kennystown, Carnew","","Wicklow","€220,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/06/2010","KILLYBRONE, EMYVALE","","Monaghan","€45,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/06/2010","Kilmacannon, Ballinful","","Sligo","€105,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/06/2010","Latton, Castleblaney","","Monaghan","€90,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/06/2010","Liskennett West, Granagh","","Limerick","€147,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/06/2010","Meenacross, Dungloe","","Donegal","€75,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/06/2010","No 14 Windmill Park, Drumkeeran","","Leitrim","€80,000.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"29/06/2010","No. 139 Morristown Wood, Newbridge","","Kildare","€220,264.50","No","Yes","New Dwelling house /Apartment","greater than 125 sq metres"
"29/06/2010","No.4  North Lawn, Carrig Na Curra, Carrigaline","","Cork","€465,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/06/2010","Old Farm House, Clogher, Rathkenny","","Meath","€299,400.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/06/2010","Part of Lands in Townland of Gowran, The Mill House, Mill Road  Gowran","","Kilkenny","€350,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/06/2010","Rockfort, Sandycove Point, Sandycove","","Dublin","€3,100,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/06/2010","Rockhill, Dunfanaghy, Letterkenny","","Donegal","€80,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"29/06/2010","Sun Street/Bishop St, Tuam","","Galway","€80,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"30/06/2010","1 ambrose court, ambrosetown, duncormick","","Wexford","€120,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"30/06/2010","1 Battery Court, demesne Lane, Longford","","Longford","€275,000.00","No","Yes","New Dwelling house /Apartment","greater than 125 sq metres"
"30/06/2010","1 Belair Close, Belair, Douglas","","Cork","€195,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"30/06/2010","105 Balreask Woods, Navan","","Meath","€240,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"30/06/2010","109 Lioscian, Swords","","Dublin","€245,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"30/06/2010","109 Wyckham Point, Wyckham way, Dundrum","Dublin 16","Dublin","€214,978.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"30/06/2010","11 Lake Edge, Kilminchy, Portlaoise","","Laois","€140,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"30/06/2010","11 Maryborough Heights, Maryborough Hill, Douglas","","Cork","€339,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"30/06/2010","11 Rath Ullard, Bonnettsrath Road, Kilkenny","","Kilkenny","€215,859.00","No","Yes","New Dwelling house /Apartment","greater than 125 sq metres"
"30/06/2010","12 Oliver Plunkett Place, Charleville","","Cork","€100,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"30/06/2010","125 An Leargan, Ballymoneen West, Galway","","Galway","€198,000.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"30/06/2010","125 New Cabra Road, Cabra","Dublin 7","Dublin","€288,555.00","No","No","Second-Hand Dwelling house /Apartment",""
"30/06/2010","132 Nephin Road, Off Navan Road","Dublin 7","Dublin","€355,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"30/06/2010","133 Collins Avenue, Dublin 9","","Dublin","€280,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"30/06/2010","140 Kennelsfort Road, Palmerstown, Dublin 20","","Dublin","€285,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"30/06/2010","15 ARCHER'S COURT, LOUGHBOY, KILKENNY","","Kilkenny","€200,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"30/06/2010","15 ARCHERS COURT, LOUGHBOY, KILKENNY","","Kilkenny","€200,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"30/06/2010","15 Convent View, Ballybunion Road, Listowel","","Kerry","€115,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"30/06/2010","16 Ballywaltrim Cottages, Bray","","Wicklow","€95,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"30/06/2010","16 Castlegate Park, Adamstown","","Dublin","€110,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"30/06/2010","17 St Patrick's Terrace, Arklow","","Wicklow","€130,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"30/06/2010","18 Cella Row, Churchill Meadows, Raheen","","Limerick","€250,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"30/06/2010","19 The Haven, Mobhi Road, Glasnevin","Dublin 9","Dublin","€340,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"30/06/2010","2  The Orchard, Cork Hill, Youghal","","Cork","€240,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"30/06/2010","2 ALBANY TERRACE, WILLIAM STREET, DROGHEDA","","Louth","€125,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"30/06/2010","2 Ballyowen Grove, Lucan","","Dublin","€290,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"30/06/2010","2 Eden Park Avenue, Goatstown","Dublin 14","Dublin","€455,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"30/06/2010","2 Fitzgerald House, Leader Park, Dublin Road","","Longford","€79,646.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"30/06/2010","2 Glensprings, Lower Killeens, Blackstone Bridge","","Cork","€450,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"30/06/2010","2 ST MARGARETS MEWS, NEWTOWNPARK, BLACKROCK","","Dublin","€450,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"30/06/2010","2 THE LODGE, BRIDGE ROAD, LISTOWEL","","Kerry","€193,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"30/06/2010","20 Castleknock Brook, Laurel Lodge, Castleknock","","Dublin","€260,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"30/06/2010","20 College Park Close, Ballinteer, Dublin 14","","Dublin","€398,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"30/06/2010","21 WILLBROOK ROAD, RATHFARNHAM, DUBLIN","Dublin 14","Dublin","€600,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"30/06/2010","23 Seagrave Square, Ashbourne","","Meath","€152,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"30/06/2010","25 Driseog, Clybaun Road, Knocknacarra","","Galway","€276,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"30/06/2010","26 WALTHAM TERRACE, BLACKROCK, CO. DUBLIN","","Dublin","€1,640,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"30/06/2010","28 BARKER STREET, WATERFORD","","Waterford","€18,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"30/06/2010","28 Woodstown Vale, Knocklyon, Dublin 16","","Dublin","€335,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"30/06/2010","281/283 Hyde Road, Limerick","","Limerick","€85,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"30/06/2010","29 Fitzwilliam Quay, Ringsend, Dublin 4","Dublin 4","Dublin","€280,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"30/06/2010","3 Ashbrooke Manor, Moynehall, Cavan","","Cavan","€176,806.16","No","Yes","New Dwelling house /Apartment","greater than 125 sq metres"
"30/06/2010","3 Balruddery Grove, Balrothery","","Dublin","€168,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"30/06/2010","3 Belarmine Close, Stepaside, Dublin 18","","Dublin","€405,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"30/06/2010","3 Highbury Drive, Waterpark, Carrigaline","","Cork","€185,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"30/06/2010","3 Inver Gael, Carrick on Shannon","","Roscommon","€110,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"30/06/2010","3 Union Street, Sligo","","Sligo","€210,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"30/06/2010","3 Willowbank, Quartertown, Mallow","","Cork","€227,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"30/06/2010","31 Ath Lethan, racecourse Road, Dundalk","","Louth","€205,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"30/06/2010","33 Yellow Meadow Drive, Clondalkin","","Dublin","€205,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"30/06/2010","35 Beverly Downs, Knocklyon, Dublin 16","","Dublin","€365,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"30/06/2010","37 Grace O'Malley Drive, Howth","","Dublin","€156,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"30/06/2010","38 Yew Park, Virginia","","Cavan","€118,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"30/06/2010","4 Arvalee, Frankfield, Douglas","","Cork","€790,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"30/06/2010","4 Moreen Avenue, Sandyford, Dublin 18","","Dublin","€314,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/07/2010","Ballyargus, Redcastle","","Donegal","€195,000.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"23/07/2010","Ballyargus, Redcastle","","Donegal","€250,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/07/2010","Ballygurrane, Athenry","","Galway","€144,000.00","No","No","Second-Hand Dwelling house /Apartment",""
